% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
178 +6.273817653e+01 +6.273817653e+01 +1.035181765e+02 +1.035181765e+02 -3.0021e+00 -3.8651e-01 -9.1075e-01 -5.8414e+00 -1.3477e+00 +3.4388e+00 -6.2468e+00 +1.2401e+00 -5.0962e-01 +5.9287e-01 -5.7996e-01 -2.0432e+00 +3.7898e+00 -5.2016e-02 +9.4350e-01 -1.1351e-01 -1.4353e+00 +1.0570e+00 -8.2415e-01 -2.9228e+00
184 +5.903770668e+01 +5.903770668e+01 +9.981770668e+01 +9.981770668e+01 -2.8319e+00 -6.1131e-01 -1.1182e+00 -5.4642e+00 -1.5525e+00 +3.0962e+00 -6.4885e+00 +1.0276e+00 -7.0083e-01 +5.5733e-01 -6.1204e-01 -1.5877e+00 +3.5659e+00 +2.8400e-01 +1.0028e+00 +5.2912e-02 -2.3130e+00 +2.5803e-01 -1.0544e+00 -2.5501e+00
203 +4.667174106e+01 +4.667174106e+01 +8.745174106e+01 +8.745174106e+01 -3.1629e+00 -8.7581e-01 -7.8540e-01 -4.7050e+00 -9.5592e-01 +3.1073e+00 -6.7765e+00 +1.1392e+00 -4.8939e-01 +4.1453e-01 -9.1323e-01 -1.7173e+00 +3.7298e+00 +1.7437e-01 +9.4786e-01 -5.1084e-02 -1.8474e+00 +1.1346e+00 -5.3626e-01 -2.2329e+00
251 +3.861735846e+01 +3.861735846e+01 +7.939735846e+01 +7.939735846e+01 -4.1716e+00 -1.6591e-01 -6.0418e-01 -4.8728e+00 -9.2158e-01 +3.1990e+00 -6.2275e+00 +7.4944e-01 -7.1710e-01 +1.5231e+00 -1.2448e+00 -1.6670e+00 +3.4161e+00 +2.5221e-01 +9.3397e-01 +2.6360e-01 -2.5063e+00 +1.4656e+00 -7.2016e-01 -2.8979e+00
270 +3.668278985e+01 +3.668278985e+01 +7.746278985e+01 +7.746278985e+01 -3.2974e+00 -3.8003e-01 -3.2065e-01 -5.5015e+00 -1.1955e+00 +2.8904e+00 -6.9348e+00 +1.4104e+00 -3.7694e-01 +1.1578e+00 -1.5502e+00 -1.4094e+00 +3.9054e+00 +1.0336e-01 +7.8246e-01 +6.0578e-01 -2.0252e+00 +1.4754e+00 -1.0466e+00 -3.4869e+00
286 +3.045684486e+01 +3.045684486e+01 +7.123684486e+01 +7.123684486e+01 -3.2502e+00 -4.6936e-01 -4.0128e-01 -5.3295e+00 -1.0995e+00 +3.2744e+00 -6.6132e+00 +1.2320e+00 -3.7283e-01 +1.1230e+00 -1.2154e+00 -1.5878e+00 +3.7756e+00 +3.7222e-01 +9.7079e-01 +5.7352e-01 -2.4321e+00 +1.5625e+00 -1.3984e+00 -2.9002e+00
290 +2.992920465e+01 +2.992920465e+01 +7.070920465e+01 +7.070920465e+01 -2.7001e+00 -9.1584e-01 +3.6578e-01 -4.9128e+00 -1.2084e-01 +2.6724e+00 -6.2579e+00 +9.5740e-01 -4.5450e-01 +9.5206e-01 -2.1602e+00 -2.1490e+00 +3.2562e+00 +6.4531e-01 +6.1179e-01 +4.2745e-01 -2.0308e+00 +1.7725e+00 -1.1318e+00 -2.6895e+00
294 +2.767435819e+01 +2.767435819e+01 +6.845435819e+01 +6.845435819e+01 -2.9070e+00 -3.6941e-01 -3.1878e-01 -4.6705e+00 -1.4210e+00 +2.9525e+00 -6.3827e+00 +9.5709e-01 -6.1666e-01 +1.4295e+00 -1.3577e+00 -2.2481e+00 +3.9722e+00 +5.6470e-01 +1.0424e+00 +9.8851e-01 -2.8641e+00 +2.0229e+00 -1.8555e+00 -3.2128e+00
308 +2.537249937e+01 +2.537249937e+01 +6.615249937e+01 +6.615249937e+01 -3.3729e+00 -7.7576e-01 -2.4775e-01 -5.3856e+00 -7.9621e-01 +3.0341e+00 -6.4362e+00 +9.5361e-01 -4.3986e-01 +1.3021e+00 -1.7797e+00 -1.7779e+00 +3.6807e+00 +5.9046e-01 +8.6968e-01 +9.0824e-01 -2.6524e+00 +1.8523e+00 -1.1368e+00 -2.8931e+00
314 +1.820049059e+01 +1.820049059e+01 +5.898049059e+01 +5.898049059e+01 -3.3736e+00 -9.2708e-01 +1.0995e-01 -5.0738e+00 -9.9673e-01 +3.2901e+00 -5.7281e+00 +1.5647e+00 +1.4623e-01 +1.9169e+00 -1.7063e+00 -1.3415e+00 +3.2171e+00 +7.7493e-01 +9.3674e-01 +1.1836e+00 -3.4738e+00 +2.2792e+00 -1.6367e+00 -3.6673e+00
332 +1.722794349e+01 +1.722794349e+01 +5.800794349e+01 +5.800794349e+01 -4.2249e+00 -1.3118e+00 -5.4739e-03 -5.2128e+00 -8.9337e-03 +2.7776e+00 -5.5241e+00 +1.0496e+00 -3.2632e-01 +3.2972e+00 -1.4465e+00 -1.1125e+00 +4.0564e+00 +1.2360e+00 +1.4565e+00 +1.4184e+00 -3.5451e+00 +2.5033e+00 -1.3539e+00 -2.7469e+00
374 +1.237994593e+01 +1.237994593e+01 +5.315994593e+01 +5.315994593e+01 -3.3585e+00 -1.2623e+00 -1.8121e-01 -4.7475e+00 -5.2274e-01 +3.2210e+00 -5.8741e+00 +1.7445e+00 -1.5485e-01 +2.1674e+00 -1.7195e+00 -1.6881e+00 +3.8055e+00 +1.2788e+00 +1.4776e+00 +1.0958e+00 -3.4017e+00 +2.5578e+00 -1.6486e+00 -2.9655e+00
396 +1.091169250e+01 +1.091169250e+01 +5.169169250e+01 +5.169169250e+01 -3.1017e+00 -1.4025e+00 -4.9849e-01 -4.4508e+00 -7.7315e-01 +3.3090e+00 -5.4070e+00 +1.6606e+00 -1.3764e-01 +3.0535e+00 -1.3046e+00 -1.9648e+00 +3.9154e+00 +1.3409e+00 +1.1807e+00 +1.3972e+00 -3.5644e+00 +2.6948e+00 -1.8378e+00 -2.8784e+00
418 +8.845581857e+00 +8.845581857e+00 +4.962558186e+01 +4.962558186e+01 -3.1205e+00 -1.5493e+00 -8.9102e-01 -3.8273e+00 -5.6363e-01 +2.9809e+00 -4.8135e+00 +1.7164e+00 -1.9734e-01 +3.2130e+00 -1.0295e+00 -1.8218e+00 +3.7287e+00 +1.0827e+00 +9.0943e-01 +1.5082e+00 -3.4815e+00 +2.8597e+00 -2.5120e+00 -3.3422e+00
682 +8.221437692e+00 +8.221437692e+00 +4.900143769e+01 +4.900143769e+01 -3.3812e+00 -2.4044e+00 -7.6829e-01 -4.6822e+00 -9.2312e-01 +1.8118e+00 -4.8989e+00 +1.5602e+00 -1.8371e-02 +2.2430e+00 -2.1314e+00 -1.4451e+00 +4.5832e+00 +3.3905e-01 +5.8843e-01 +2.2552e+00 -3.7688e+00 +3.4131e+00 -3.4243e+00 -4.4202e+00
726 +8.071930696e+00 +8.071930696e+00 +4.885193070e+01 +4.885193070e+01 -3.6000e+00 -2.3681e+00 -6.3594e-01 -4.1266e+00 -7.5303e-01 +1.9624e+00 -4.5258e+00 +1.5456e+00 -3.1789e-02 +3.0757e+00 -2.0332e+00 -1.4276e+00 +4.2134e+00 +3.5463e-01 +4.6017e-01 +2.1841e+00 -3.3824e+00 +3.6612e+00 -4.0772e+00 -4.4683e+00
748 +7.617553261e+00 +7.617553261e+00 +4.839755326e+01 +4.839755326e+01 -3.5516e+00 -2.8457e+00 -5.9085e-01 -3.9283e+00 -7.3260e-01 +1.8298e+00 -4.4997e+00 +1.5759e+00 -5.7122e-02 +2.9424e+00 -1.5745e+00 -1.4824e+00 +4.1707e+00 +4.4536e-01 +4.0217e-01 +2.4295e+00 -3.7594e+00 +3.1200e+00 -4.3048e+00 -4.5085e+00
792 +7.000368143e+00 +7.000368143e+00 +4.778036814e+01 +4.778036814e+01 -3.0176e+00 -2.6361e+00 -1.0236e+00 -3.8647e+00 -9.9488e-01 +2.0423e+00 -5.0465e+00 +1.6678e+00 +1.0221e-02 +2.9075e+00 -1.4448e+00 -1.6645e+00 +4.0780e+00 +6.2990e-01 +6.2405e-01 +2.7076e+00 -3.8365e+00 +2.8947e+00 -4.2614e+00 -4.6016e+00
814 +6.789718541e+00 +6.789718541e+00 +4.756971854e+01 +4.756971854e+01 -3.0616e+00 -2.7189e+00 -1.0063e+00 -3.8324e+00 -1.3725e+00 +1.9360e+00 -4.9144e+00 +1.8646e+00 +1.7646e-01 +2.7581e+00 -1.6058e+00 -1.8814e+00 +4.0330e+00 +7.4530e-01 +5.3971e-01 +2.8512e+00 -3.9705e+00 +3.0847e+00 -4.1547e+00 -4.7261e+00
836 +6.249778026e+00 +6.249778026e+00 +4.702977803e+01 +4.702977803e+01 -3.2148e+00 -2.6404e+00 -9.1919e-01 -3.6676e+00 -1.1243e+00 +1.6816e+00 -4.9031e+00 +1.9701e+00 +1.4021e-01 +2.7741e+00 -1.5411e+00 -1.7784e+00 +4.1149e+00 +7.7166e-01 +8.8143e-01 +2.6270e+00 -3.9680e+00 +3.0061e+00 -3.8256e+00 -4.7564e+00
990 +5.531406248e+00 +5.531406248e+00 +4.631140625e+01 +4.631140625e+01 -3.5177e+00 -3.1112e+00 -1.0917e+00 -3.2549e+00 -1.3271e+00 +1.4271e+00 -4.5322e+00 +2.1907e+00 +2.8716e-01 +2.9322e+00 -1.5932e+00 -8.2937e-01 +4.1872e+00 +1.0894e+00 +4.0116e-01 +2.4855e+00 -3.5015e+00 +3.5365e+00 -3.7019e+00 -4.4226e+00
1021 +4.590056644e+00 +4.590056644e+00 +4.537005664e+01 +4.537005664e+01 -2.9377e+00 -3.0998e+00 -1.4518e+00 -3.1788e+00 -6.6530e-01 +9.3744e-01 -4.2902e+00 +2.2922e+00 +2.1180e-01 +2.2331e+00 -1.9112e+00 -7.7817e-01 +3.1984e+00 +8.3713e-01 +4.3000e-01 +2.7553e+00 -3.1097e+00 +3.2715e+00 -2.9457e+00 -4.6960e+00
1034 +3.748610276e+00 +3.748610276e+00 +4.452861028e+01 +4.452861028e+01 -3.2869e+00 -2.9043e+00 -1.1888e+00 -3.5315e+00 -9.6690e-01 +1.1301e+00 -4.2688e+00 +2.3397e+00 +3.3280e-01 +2.8761e+00 -1.6872e+00 -8.0685e-01 +3.6200e+00 +9.4783e-01 +3.1613e-01 +2.5391e+00 -3.5016e+00 +3.4305e+00 -3.1492e+00 -4.3506e+00
1078 +3.550306879e+00 +3.550306879e+00 +4.433030688e+01 +4.433030688e+01 -3.1741e+00 -3.0332e+00 -1.0115e+00 -3.3206e+00 -9.5502e-01 +1.1145e+00 -4.2043e+00 +2.0385e+00 +4.4556e-01 +2.4274e+00 -1.7616e+00 -9.7586e-01 +3.5824e+00 +9.5375e-01 +3.9538e-01 +2.6701e+00 -3.5351e+00 +3.5032e+00 -3.0530e+00 -4.2440e+00
1100 +2.777674475e+00 +2.777674475e+00 +4.355767448e+01 +4.355767448e+01 -3.1858e+00 -2.8138e+00 -1.2699e+00 -3.4508e+00 -8.2438e-01 +9.3524e-01 -4.3625e+00 +2.1438e+00 +4.0350e-01 +2.1292e+00 -1.8863e+00 -1.1060e+00 +3.7849e+00 +9.2899e-01 +5.1080e-01 +2.8253e+00 -3.3492e+00 +3.3507e+00 -2.8939e+00 -4.2329e+00
1256 +2.730588820e+00 +2.730588820e+00 +4.351058882e+01 +4.351058882e+01 -3.4286e+00 -2.5886e+00 -1.8860e+00 -3.3028e+00 -5.0228e-02 +3.6298e-01 -4.7232e+00 +2.1051e+00 +4.3494e-01 +1.7436e+00 -1.7365e+00 -1.1387e+00 +3.0726e+00 +8.2309e-01 +1.9291e-01 +2.5628e+00 -2.9837e+00 +3.3600e+00 -2.1428e+00 -3.5361e+00
1287 +2.630580211e+00 +2.630580211e+00 +4.341058021e+01 +4.341058021e+01 -3.0334e+00 -2.3940e+00 -1.8990e+00 -3.1491e+00 -4.1208e-01 +9.9038e-01 -4.9478e+00 +2.4054e+00 +6.8007e-01 +2.3052e+00 -1.6526e+00 -1.2515e+00 +2.8146e+00 +1.1221e+00 -3.7939e-01 +2.7466e+00 -3.4566e+00 +3.1918e+00 -2.6852e+00 -4.1061e+00
1288 +2.580955353e+00 +2.580955353e+00 +4.336095535e+01 +4.336095535e+01 -3.2091e+00 -2.3863e+00 -1.7495e+00 -2.8458e+00 -4.9704e-01 +7.1306e-01 -4.6185e+00 +2.2524e+00 +7.6277e-01 +2.2211e+00 -2.1003e+00 -1.4650e+00 +3.2753e+00 +8.9688e-01 +2.1271e-01 +2.6608e+00 -3.5707e+00 +3.8010e+00 -2.5601e+00 -3.8896e+00
1291 +2.279691088e+00 +2.279691088e+00 +4.305969109e+01 +4.305969109e+01 -3.2419e+00 -2.2277e+00 -1.4455e+00 -3.6360e+00 -4.2801e-01 +8.8467e-01 -4.8827e+00 +2.3318e+00 +3.6160e-01 +2.4203e+00 -1.7615e+00 -9.0203e-01 +3.0597e+00 +1.0200e+00 -1.2682e-01 +2.9003e+00 -3.3856e+00 +3.5848e+00 -2.5788e+00 -4.1221e+00
1298 +2.095091406e+00 +2.095091406e+00 +4.287509141e+01 +4.287509141e+01 -3.1936e+00 -2.3996e+00 -1.7174e+00 -3.1841e+00 -4.5576e-01 +7.1883e-01 -4.7592e+00 +2.3774e+00 +5.4469e-01 +2.2619e+00 -1.8429e+00 -1.0675e+00 +3.0434e+00 +9.0869e-01 -1.1606e-02 +2.8441e+00 -3.3509e+00 +3.4248e+00 -2.4255e+00 -3.9956e+00
1342 +2.061338295e+00 +2.061338295e+00 +4.284133830e+01 +4.284133830e+01 -3.1924e+00 -2.3503e+00 -1.7000e+00 -3.1980e+00 -2.1687e-01 +7.2043e-01 -4.8676e+00 +2.1944e+00 +5.2367e-01 +2.2679e+00 -1.5933e+00 -9.1683e-01 +3.2223e+00 +1.1378e+00 -1.2616e-01 +2.8220e+00 -2.9851e+00 +3.6098e+00 -2.5575e+00 -4.0130e+00
1386 +1.915534633e+00 +1.915534633e+00 +4.269553463e+01 +4.269553463e+01 -3.0597e+00 -2.3264e+00 -1.6259e+00 -3.2676e+00 -1.7193e-01 +5.8895e-01 -4.9264e+00 +2.2026e+00 +8.4733e-01 +2.3998e+00 -1.4567e+00 -8.3997e-01 +3.3047e+00 +9.0507e-01 -1.7504e-01 +3.0188e+00 -3.1210e+00 +3.9862e+00 -2.4111e+00 -3.9311e+00
1408 +1.866579313e+00 +1.866579313e+00 +4.264657931e+01 +4.264657931e+01 -3.0121e+00 -2.4331e+00 -1.5877e+00 -3.1258e+00 -4.2542e-02 +6.8604e-01 -4.8221e+00 +2.2440e+00 +9.1258e-01 +2.5856e+00 -1.4076e+00 -8.9395e-01 +3.2957e+00 +9.5225e-01 -3.6570e-01 +3.1036e+00 -3.2689e+00 +4.1834e+00 -2.2722e+00 -3.8271e+00
1452 +1.832324989e+00 +1.832324989e+00 +4.261232499e+01 +4.261232499e+01 -2.9747e+00 -2.2529e+00 -1.6615e+00 -3.1375e+00 +1.0500e-02 +6.2171e-01 -4.8226e+00 +2.4164e+00 +7.7068e-01 +2.7286e+00 -1.2924e+00 -7.9965e-01 +3.2664e+00 +7.6715e-01 -2.3958e-01 +3.0057e+00 -3.6307e+00 +3.9906e+00 -2.1060e+00 -3.9644e+00
1474 +1.742353586e+00 +1.742353586e+00 +4.252235359e+01 +4.252235359e+01 -2.9041e+00 -2.2552e+00 -1.6360e+00 -2.8011e+00 +1.1440e-02 +5.1805e-01 -4.6699e+00 +2.5271e+00 +8.1647e-01 +2.8811e+00 -1.4013e+00 -9.6550e-01 +3.3086e+00 +8.0651e-01 -3.1789e-01 +3.0349e+00 -3.5250e+00 +4.0207e+00 -2.1927e+00 -3.8030e+00
1496 +1.521562787e+00 +1.521562787e+00 +4.230156279e+01 +4.230156279e+01 -2.6751e+00 -2.2292e+00 -1.6383e+00 -2.7636e+00 +1.3660e-01 +4.0114e-01 -4.8051e+00 +2.5144e+00 +8.0884e-01 +2.8455e+00 -1.1320e+00 -8.7456e-01 +3.3812e+00 +7.9307e-01 -4.0358e-01 +2.9209e+00 -3.4900e+00 +4.0978e+00 -2.1084e+00 -3.7815e+00
1518 +1.388863364e+00 +1.388863364e+00 +4.216886336e+01 +4.216886336e+01 -2.6252e+00 -2.0723e+00 -1.7820e+00 -2.7837e+00 +1.3896e-01 +3.9360e-01 -4.7238e+00 +2.6305e+00 +8.2439e-01 +2.7684e+00 -1.1036e+00 -8.5707e-01 +3.3876e+00 +9.0187e-01 -4.2893e-01 +3.0758e+00 -3.4120e+00 +4.1495e+00 -1.9469e+00 -3.8639e+00
1540 +1.322658330e+00 +1.322658330e+00 +4.210265833e+01 +4.210265833e+01 -2.6951e+00 -2.1805e+00 -1.8532e+00 -2.8242e+00 +1.5272e-01 +3.5879e-01 -4.7119e+00 +2.5893e+00 +8.7391e-01 +2.8396e+00 -1.2092e+00 -8.7812e-01 +3.4624e+00 +1.0767e+00 -5.3873e-01 +3.0614e+00 -3.5122e+00 +4.1596e+00 -1.5826e+00 -3.8075e+00
1566 +1.317590953e+00 +1.317590953e+00 +4.209759095e+01 +4.209759095e+01 -2.9802e+00 -2.1087e+00 -1.8445e+00 -2.7438e+00 +7.3210e-02 +1.9951e-01 -4.8354e+00 +2.7087e+00 +9.7261e-01 +2.9052e+00 -1.1798e+00 -1.0312e+00 +3.6885e+00 +1.0833e+00 -4.5069e-01 +2.8559e+00 -3.8146e+00 +4.0569e+00 -2.0452e+00 -3.6883e+00
1628 +1.053970563e+00 +1.053970563e+00 +4.183397056e+01 +4.183397056e+01 -2.5564e+00 -2.0893e+00 -1.7283e+00 -2.5841e+00 +2.7012e-01 +2.6976e-01 -4.6803e+00 +2.7104e+00 +9.5256e-01 +2.9615e+00 -1.2815e+00 -1.0398e+00 +3.6023e+00 +1.0856e+00 -4.9957e-01 +2.9912e+00 -3.7534e+00 +4.3768e+00 -1.8231e+00 -3.7997e+00
1702 +1.046452400e+00 +1.046452400e+00 +4.182645240e+01 +4.182645240e+01 -2.7056e+00 -1.9262e+00 -1.6066e+00 -2.8568e+00 +3.2609e-01 +1.7801e-01 -4.9522e+00 +2.7337e+00 +9.4755e-01 +2.8713e+00 -1.1846e+00 -1.0412e+00 +3.4367e+00 +1.0319e+00 -3.8954e-01 +2.8326e+00 -3.7982e+00 +4.6717e+00 -1.6254e+00 -3.5085e+00
1738 +9.075014209e-01 +9.075014209e-01 +4.168750142e+01 +4.168750142e+01 -2.5224e+00 -1.9732e+00 -1.7714e+00 -2.8257e+00 +2.8369e-01 +1.9113e-01 -4.8169e+00 +2.8426e+00 +9.8322e-01 +2.9347e+00 -1.2556e+00 -1.1053e+00 +3.7001e+00 +1.0166e+00 -5.9449e-01 +3.0758e+00 -3.7388e+00 +4.4717e+00 -1.7689e+00 -3.8750e+00
1760 +8.491751427e-01 +8.491751427e-01 +4.162917514e+01 +4.162917514e+01 -2.4821e+00 -2.0344e+00 -1.7720e+00 -2.7699e+00 +2.6355e-01 +1.2323e-01 -4.8594e+00 +2.7497e+00 +9.7876e-01 +2.8076e+00 -1.1912e+00 -1.0169e+00 +3.7522e+00 +1.0391e+00 -6.4628e-01 +3.0537e+00 -3.7769e+00 +4.5312e+00 -1.6197e+00 -3.8794e+00
1804 +8.314719323e-01 +8.314719323e-01 +4.161147193e+01 +4.161147193e+01 -2.6380e+00 -1.9485e+00 -1.9343e+00 -2.8282e+00 +3.3958e-01 -9.0618e-03 -4.7151e+00 +2.8077e+00 +9.5397e-01 +2.8931e+00 -1.2247e+00 -1.0059e+00 +3.7541e+00 +1.0212e+00 -7.0541e-01 +2.9442e+00 -3.6867e+00 +4.6764e+00 -1.6365e+00 -3.8538e+00
2134 +8.026891718e-01 +8.026891718e-01 +4.158268917e+01 +4.158268917e+01 -2.4930e+00 -1.8452e+00 -1.9076e+00 -2.7253e+00 +2.9686e-01 -8.8144e-03 -4.8545e+00 +2.7252e+00 +1.0805e+00 +2.9207e+00 -1.1739e+00 -1.1043e+00 +3.8329e+00 +9.6281e-01 -8.1267e-01 +2.7988e+00 -3.7080e+00 +4.5843e+00 -1.5712e+00 -3.8864e+00
2156 +7.776067761e-01 +7.776067761e-01 +4.155760678e+01 +4.155760678e+01 -2.5075e+00 -1.8434e+00 -1.8899e+00 -2.6900e+00 +2.6328e-01 +3.8171e-02 -4.8819e+00 +2.7570e+00 +1.0727e+00 +2.8986e+00 -1.1594e+00 -1.1000e+00 +3.7819e+00 +9.6916e-01 -7.9273e-01 +2.8243e+00 -3.7230e+00 +4.5881e+00 -1.5598e+00 -3.8488e+00
2200 +7.622900318e-01 +7.622900318e-01 +4.154229003e+01 +4.154229003e+01 -2.4715e+00 -1.8641e+00 -1.9466e+00 -2.6828e+00 +2.2433e-01 +3.0837e-02 -4.8773e+00 +2.7956e+00 +1.0905e+00 +2.8603e+00 -1.1366e+00 -1.0006e+00 +3.8198e+00 +1.0159e+00 -7.8848e-01 +2.8560e+00 -3.7351e+00 +4.5422e+00 -1.5561e+00 -3.8228e+00
2244 +7.509036335e-01 +7.509036335e-01 +4.153090363e+01 +4.153090363e+01 -2.4648e+00 -1.7928e+00 -1.9797e+00 -2.6327e+00 +1.8919e-01 +6.3745e-02 -4.8774e+00 +2.8293e+00 +1.0855e+00 +2.8841e+00 -1.1491e+00 -1.0002e+00 +3.8404e+00 +1.0643e+00 -7.7917e-01 +2.8407e+00 -3.6952e+00 +4.5710e+00 -1.5120e+00 -3.8270e+00
2266 +7.383931313e-01 +7.383931313e-01 +4.151839313e+01 +4.151839313e+01 -2.4522e+00 -1.7624e+00 -1.9894e+00 -2.5830e+00 +1.7269e-01 +2.4584e-02 -4.8320e+00 +2.8155e+00 +1.0633e+00 +2.9021e+00 -1.1053e+00 -1.0331e+00 +3.8748e+00 +1.0561e+00 -7.4762e-01 +2.8204e+00 -3.7399e+00 +4.6083e+00 -1.5632e+00 -3.7901e+00
2706 +7.229952877e-01 +7.229952877e-01 +4.150299529e+01 +4.150299529e+01 -2.2504e+00 -1.7409e+00 -1.9261e+00 -2.4059e+00 +1.3982e-01 +9.3135e-02 -4.7519e+00 +2.8959e+00 +1.0326e+00 +2.9078e+00 -1.0948e+00 -1.0591e+00 +3.8540e+00 +9.9995e-01 -8.0039e-01 +2.9252e+00 -3.7302e+00 +4.7149e+00 -1.7078e+00 -3.7921e+00
3124 +7.077383394e-01 +7.077383394e-01 +4.148773834e+01 +4.148773834e+01 -2.1998e+00 -1.6384e+00 -1.9770e+00 -2.3989e+00 +8.7801e-02 +9.9957e-02 -4.7266e+00 +2.9322e+00 +1.0148e+00 +2.9240e+00 -1.0546e+00 -1.0594e+00 +3.9348e+00 +1.0037e+00 -8.0912e-01 +2.8627e+00 -3.7246e+00 +4.7536e+00 -1.6804e+00 -3.7119e+00
125832 +6.593282622e-01 +6.593282622e-01 +4.143932826e+01 +4.143932826e+01 -3.7620e+00 -5.6532e-01 +2.8361e+00 -2.4764e+00 -3.5555e+00 +2.4905e-01 -2.6828e+00 -1.3568e+00 +3.0292e+00 -2.4745e+00 +1.6869e+00 -3.5276e+00 +2.2576e+00 +3.9107e+00 -5.4930e-01 -6.6712e-01 +8.6023e-01 +1.7517e-01 +1.0778e-01 -1.8235e-02
