% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4107 +2.928757581e+00 +2.928757581e+00 +9.798757581e+00 +9.798757581e+00 -1.4333e+00 -5.1393e+00 +3.6881e+00 +8.6381e-02 -1.1034e+00 +5.1579e-02 +2.7964e+00 -1.2272e+00 +3.8257e+00 -1.8851e-01 -2.8437e+00 -4.8136e-01 +2.1984e+00 +5.5354e+00 -6.8398e-01 +5.8095e-02 +5.2817e+00 -2.2038e+00 -3.8920e+00 +2.1800e+00
7100 +2.762915841e+00 +2.762915841e+00 +9.632915841e+00 +9.632915841e+00 -1.6177e+00 -5.3586e+00 +3.6236e+00 +4.1001e-01 -7.8063e-01 -4.2521e-02 +2.5085e+00 -1.4624e+00 +3.9036e+00 -5.3192e-02 -2.5801e+00 -1.9213e-01 +2.5694e+00 +4.9837e+00 -3.8892e-01 +1.5094e-03 +5.5317e+00 -2.0091e+00 -4.2613e+00 +1.5913e+00
7222 +2.696389730e+00 +2.696389730e+00 +9.566389730e+00 +9.566389730e+00 -1.6341e+00 -5.3560e+00 +3.6053e+00 +4.2629e-01 -7.6660e-01 -2.4419e-02 +2.5091e+00 -1.4431e+00 +3.9270e+00 -5.5515e-02 -2.5736e+00 -1.5803e-01 +2.5905e+00 +4.9813e+00 -3.5658e-01 -3.7572e-02 +5.5350e+00 -2.0114e+00 -4.2487e+00 +1.5931e+00
7223 +2.627608342e+00 +2.627608342e+00 +9.497608342e+00 +9.497608342e+00 -1.6449e+00 -5.3404e+00 +3.6087e+00 +4.1312e-01 -7.3936e-01 -2.0179e-02 +2.5184e+00 -1.4485e+00 +3.9158e+00 -8.4357e-02 -2.5585e+00 -1.5133e-01 +2.6103e+00 +4.9822e+00 -3.6891e-01 -5.6960e-03 +5.5642e+00 -2.0139e+00 -4.2388e+00 +1.5671e+00
7247 +2.107093645e+00 +2.107093645e+00 +8.977093645e+00 +8.977093645e+00 -1.6315e+00 -5.3555e+00 +3.6133e+00 +4.4095e-01 -7.8174e-01 -2.0589e-02 +2.5199e+00 -1.4425e+00 +3.9118e+00 -8.3616e-02 -2.5695e+00 -1.2785e-01 +2.5773e+00 +4.9802e+00 -3.6896e-01 -1.9110e-02 +5.5517e+00 -2.0205e+00 -4.2457e+00 +1.5910e+00
7267 +1.664962136e+00 +1.664962136e+00 +8.534962136e+00 +8.534962136e+00 -1.6481e+00 -5.3613e+00 +3.6321e+00 +4.2665e-01 -7.6502e-01 -1.3134e-02 +2.5243e+00 -1.4527e+00 +3.9121e+00 -6.5067e-02 -2.5704e+00 -1.5273e-01 +2.5910e+00 +4.9947e+00 -3.6558e-01 -2.4522e-02 +5.5482e+00 -2.0297e+00 -4.2582e+00 +1.5981e+00
7282 +1.599728156e+00 +1.599728156e+00 +8.469728156e+00 +8.469728156e+00 -1.6457e+00 -5.3599e+00 +3.6151e+00 +4.4127e-01 -7.6668e-01 -2.2783e-02 +2.5266e+00 -1.4431e+00 +3.9093e+00 -7.6510e-02 -2.5683e+00 -1.4860e-01 +2.5863e+00 +4.9861e+00 -3.7111e-01 -3.1340e-02 +5.5538e+00 -2.0189e+00 -4.2598e+00 +1.5921e+00
7414 +1.581091739e+00 +1.581091739e+00 +8.451091739e+00 +8.451091739e+00 -1.6311e+00 -5.3743e+00 +3.6343e+00 +4.3981e-01 -7.4889e-01 -1.7340e-02 +2.5060e+00 -1.4427e+00 +3.9171e+00 -7.7459e-02 -2.5847e+00 -1.5532e-01 +2.5833e+00 +4.9809e+00 -3.7971e-01 -3.7328e-02 +5.5478e+00 -2.0188e+00 -4.2595e+00 +1.6079e+00
7555 +1.426819564e+00 +1.426819564e+00 +8.296819564e+00 +8.296819564e+00 -1.6254e+00 -5.3639e+00 +3.6405e+00 +4.3518e-01 -7.5494e-01 -5.4417e-03 +2.5090e+00 -1.4531e+00 +3.9299e+00 -7.4720e-02 -2.5729e+00 -1.6198e-01 +2.5964e+00 +4.9989e+00 -3.8424e-01 -4.4702e-02 +5.5432e+00 -1.9968e+00 -4.2417e+00 +1.6100e+00
7568 +1.131698615e+00 +1.131698615e+00 +8.001698615e+00 +8.001698615e+00 -1.6289e+00 -5.3771e+00 +3.6385e+00 +4.3359e-01 -7.6027e-01 -1.3967e-02 +2.5070e+00 -1.4432e+00 +3.9227e+00 -7.9957e-02 -2.5732e+00 -1.5458e-01 +2.5931e+00 +4.9865e+00 -3.8488e-01 -4.5213e-02 +5.5477e+00 -2.0101e+00 -4.2410e+00 +1.6059e+00
7788 +9.311158839e-01 +9.311158839e-01 +7.801115884e+00 +7.801115884e+00 -1.6250e+00 -5.3795e+00 +3.6293e+00 +4.3289e-01 -7.6382e-01 -9.6158e-03 +2.5140e+00 -1.4392e+00 +3.9178e+00 -8.4036e-02 -2.5706e+00 -1.5372e-01 +2.5976e+00 +4.9947e+00 -3.8575e-01 -3.8740e-02 +5.5530e+00 -2.0158e+00 -4.2546e+00 +1.5877e+00
8065 +8.968473283e-01 +8.968473283e-01 +7.766847328e+00 +7.766847328e+00 -1.6309e+00 -5.3813e+00 +3.6321e+00 +4.5741e-01 -7.7057e-01 -1.0845e-02 +2.5207e+00 -1.4395e+00 +3.9193e+00 -7.9307e-02 -2.5673e+00 -1.6355e-01 +2.6048e+00 +4.9914e+00 -3.9306e-01 -3.8343e-02 +5.5495e+00 -2.0123e+00 -4.2351e+00 +1.5863e+00
8080 +8.322967520e-01 +8.322967520e-01 +7.702296752e+00 +7.702296752e+00 -1.6261e+00 -5.3831e+00 +3.6289e+00 +4.5851e-01 -7.7275e-01 -6.1981e-03 +2.5183e+00 -1.4393e+00 +3.9179e+00 -8.5711e-02 -2.5682e+00 -1.6536e-01 +2.6028e+00 +4.9902e+00 -3.8988e-01 -4.2812e-02 +5.5442e+00 -2.0042e+00 -4.2360e+00 +1.5885e+00
8088 +8.317198716e-01 +8.317198716e-01 +7.701719872e+00 +7.701719872e+00 -1.6317e+00 -5.3777e+00 +3.6233e+00 +4.5640e-01 -7.7053e-01 -1.1723e-02 +2.5176e+00 -1.4369e+00 +3.9204e+00 -9.1102e-02 -2.5651e+00 -1.7152e-01 +2.6030e+00 +4.9971e+00 -3.8846e-01 -4.3082e-02 +5.5431e+00 -2.0059e+00 -4.2351e+00 +1.5767e+00
8140 +7.572458598e-01 +7.572458598e-01 +7.627245860e+00 +7.627245860e+00 -1.6273e+00 -5.3831e+00 +3.6280e+00 +4.5601e-01 -7.7596e-01 -4.6564e-03 +2.5153e+00 -1.4385e+00 +3.9155e+00 -8.5559e-02 -2.5674e+00 -1.7180e-01 +2.6028e+00 +4.9978e+00 -3.8996e-01 -4.1313e-02 +5.5481e+00 -2.0041e+00 -4.2339e+00 +1.5834e+00
8162 +7.374291315e-01 +7.374291315e-01 +7.607429131e+00 +7.607429131e+00 -1.6256e+00 -5.3813e+00 +3.6269e+00 +4.5531e-01 -7.7630e-01 -5.2599e-03 +2.5167e+00 -1.4371e+00 +3.9155e+00 -8.7354e-02 -2.5677e+00 -1.7565e-01 +2.6044e+00 +4.9978e+00 -3.9046e-01 -4.1558e-02 +5.5489e+00 -2.0050e+00 -4.2364e+00 +1.5844e+00
8184 +7.229593027e-01 +7.229593027e-01 +7.592959303e+00 +7.592959303e+00 -1.6257e+00 -5.3821e+00 +3.6266e+00 +4.5249e-01 -7.7358e-01 -6.1848e-03 +2.5155e+00 -1.4370e+00 +3.9159e+00 -8.6069e-02 -2.5684e+00 -1.7410e-01 +2.6047e+00 +4.9983e+00 -3.9067e-01 -4.1032e-02 +5.5470e+00 -2.0032e+00 -4.2378e+00 +1.5828e+00
8272 +6.914285131e-01 +6.914285131e-01 +7.561428513e+00 +7.561428513e+00 -1.6286e+00 -5.3815e+00 +3.6276e+00 +4.5449e-01 -7.7432e-01 -5.5371e-03 +2.5186e+00 -1.4352e+00 +3.9192e+00 -8.7501e-02 -2.5656e+00 -1.6938e-01 +2.6046e+00 +4.9976e+00 -3.9100e-01 -3.7580e-02 +5.5482e+00 -2.0073e+00 -4.2360e+00 +1.5829e+00
8426 +6.494827349e-01 +6.494827349e-01 +7.519482735e+00 +7.519482735e+00 -1.6296e+00 -5.3780e+00 +3.6259e+00 +4.5427e-01 -7.7529e-01 -3.9615e-03 +2.5203e+00 -1.4373e+00 +3.9209e+00 -8.6930e-02 -2.5608e+00 -1.7758e-01 +2.6031e+00 +4.9968e+00 -3.8707e-01 -4.1404e-02 +5.5491e+00 -2.0061e+00 -4.2333e+00 +1.5828e+00
8915 +6.358976366e-01 +6.358976366e-01 +7.505897637e+00 +7.505897637e+00 -1.6314e+00 -5.3769e+00 +3.6262e+00 +4.5158e-01 -7.7412e-01 -7.4732e-03 +2.5192e+00 -1.4359e+00 +3.9200e+00 -9.3265e-02 -2.5631e+00 -1.7094e-01 +2.5971e+00 +4.9913e+00 -3.8250e-01 -4.1212e-02 +5.5474e+00 -2.0065e+00 -4.2414e+00 +1.5826e+00
9042 +6.126884638e-01 +6.126884638e-01 +7.482688464e+00 +7.482688464e+00 -1.6288e+00 -5.3740e+00 +3.6264e+00 +4.5157e-01 -7.7353e-01 -6.0627e-03 +2.5185e+00 -1.4386e+00 +3.9205e+00 -9.3123e-02 -2.5637e+00 -1.6825e-01 +2.5985e+00 +4.9907e+00 -3.8575e-01 -4.2680e-02 +5.5454e+00 -2.0052e+00 -4.2378e+00 +1.5823e+00
9152 +5.960843003e-01 +5.960843003e-01 +7.466084300e+00 +7.466084300e+00 -1.6298e+00 -5.3751e+00 +3.6274e+00 +4.5448e-01 -7.7173e-01 -6.0829e-03 +2.5184e+00 -1.4365e+00 +3.9198e+00 -9.2641e-02 -2.5626e+00 -1.6783e-01 +2.6006e+00 +4.9916e+00 -3.8386e-01 -4.2606e-02 +5.5465e+00 -2.0061e+00 -4.2380e+00 +1.5819e+00
9196 +5.878385967e-01 +5.878385967e-01 +7.457838597e+00 +7.457838597e+00 -1.6302e+00 -5.3762e+00 +3.6262e+00 +4.5333e-01 -7.7188e-01 -5.7063e-03 +2.5176e+00 -1.4344e+00 +3.9198e+00 -9.2411e-02 -2.5620e+00 -1.6823e-01 +2.6008e+00 +4.9926e+00 -3.8395e-01 -4.2646e-02 +5.5464e+00 -2.0057e+00 -4.2401e+00 +1.5838e+00
9240 +5.652179096e-01 +5.652179096e-01 +7.435217910e+00 +7.435217910e+00 -1.6306e+00 -5.3758e+00 +3.6266e+00 +4.5561e-01 -7.7154e-01 -6.0453e-03 +2.5177e+00 -1.4339e+00 +3.9207e+00 -9.2552e-02 -2.5617e+00 -1.7040e-01 +2.6004e+00 +4.9929e+00 -3.8435e-01 -4.3107e-02 +5.5474e+00 -2.0047e+00 -4.2397e+00 +1.5835e+00
9658 +5.622672147e-01 +5.622672147e-01 +7.432267215e+00 +7.432267215e+00 -1.6320e+00 -5.3755e+00 +3.6244e+00 +4.5357e-01 -7.7204e-01 -5.2653e-03 +2.5188e+00 -1.4315e+00 +3.9221e+00 -8.9722e-02 -2.5585e+00 -1.7117e-01 +2.6043e+00 +4.9925e+00 -3.8189e-01 -4.2288e-02 +5.5471e+00 -2.0034e+00 -4.2376e+00 +1.5827e+00
9934 +5.426257998e-01 +5.426257998e-01 +7.412625800e+00 +7.412625800e+00 -1.6320e+00 -5.3752e+00 +3.6223e+00 +4.5245e-01 -7.7170e-01 -4.9744e-03 +2.5173e+00 -1.4332e+00 +3.9215e+00 -8.9796e-02 -2.5594e+00 -1.7118e-01 +2.6034e+00 +4.9926e+00 -3.8248e-01 -4.2228e-02 +5.5477e+00 -2.0038e+00 -4.2384e+00 +1.5818e+00
10164 +5.360624225e-01 +5.360624225e-01 +7.406062423e+00 +7.406062423e+00 -1.6308e+00 -5.3746e+00 +3.6240e+00 +4.5391e-01 -7.7269e-01 -4.6705e-03 +2.5183e+00 -1.4334e+00 +3.9213e+00 -9.0918e-02 -2.5606e+00 -1.7002e-01 +2.6031e+00 +4.9926e+00 -3.8310e-01 -4.1978e-02 +5.5475e+00 -2.0047e+00 -4.2388e+00 +1.5814e+00
10309 +5.243212412e-01 +5.243212412e-01 +7.394321241e+00 +7.394321241e+00 -1.6303e+00 -5.3745e+00 +3.6242e+00 +4.5387e-01 -7.7222e-01 -4.9892e-03 +2.5181e+00 -1.4335e+00 +3.9213e+00 -9.1150e-02 -2.5610e+00 -1.6977e-01 +2.6034e+00 +4.9921e+00 -3.8310e-01 -4.3136e-02 +5.5477e+00 -2.0040e+00 -4.2388e+00 +1.5825e+00
11220 +5.117746657e-01 +5.117746657e-01 +7.381774666e+00 +7.381774666e+00 -1.6306e+00 -5.3744e+00 +3.6238e+00 +4.5361e-01 -7.7197e-01 -4.5258e-03 +2.5176e+00 -1.4329e+00 +3.9214e+00 -9.0174e-02 -2.5610e+00 -1.6968e-01 +2.6040e+00 +4.9925e+00 -3.8312e-01 -4.2649e-02 +5.5481e+00 -2.0037e+00 -4.2396e+00 +1.5827e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +8.089672626e+00 +8.089672626e+00 +8.099672626e+00 +8.099672626e+00 +4.8087e+00 -1.1397e-01 -3.5128e+00 +1.3848e+00 -2.4724e+00 +3.1789e+00 +1.3080e+00 +1.6883e+00 -5.1181e-02 +4.8105e+00 -1.6351e+00 -4.1880e-01 +9.8625e-01 -3.1628e+00 -1.1206e+00 +2.4701e+00 -4.4183e-01 -2.0976e+00 -1.4312e+00 -3.0201e-01
41 +6.673805954e+00 +6.673805954e+00 +6.683805954e+00 +6.683805954e+00 +4.8260e+00 -5.5456e-02 -3.3879e+00 +1.5369e+00 -2.6873e+00 +3.1389e+00 +1.5351e+00 +1.6663e+00 -9.7895e-02 +4.7693e+00 -1.7013e+00 -4.1014e-01 +8.7196e-01 -3.1048e+00 -1.1570e+00 +2.5982e+00 -4.1508e-01 -1.9809e+00 -1.5336e+00 -4.6151e-01
59 +5.772428930e+00 +5.772428930e+00 +5.782428930e+00 +5.782428930e+00 +4.7854e+00 -3.8145e-02 -3.5021e+00 +1.4126e+00 -2.4652e+00 +3.3780e+00 +1.4559e+00 +1.7949e+00 -3.1084e-02 +4.8900e+00 -1.8199e+00 -4.9294e-01 +1.0093e+00 -3.0886e+00 -1.2142e+00 +2.7848e+00 -2.7489e-01 -2.1962e+00 -1.4175e+00 -4.2896e-01
61 +5.472219238e+00 +5.472219238e+00 +5.482219238e+00 +5.482219238e+00 +4.7499e+00 -9.3337e-02 -3.3079e+00 +1.4942e+00 -2.5020e+00 +3.2861e+00 +1.4315e+00 +1.8745e+00 -8.6074e-02 +4.8017e+00 -1.6426e+00 -2.4940e-01 +9.1960e-01 -3.1152e+00 -1.2078e+00 +2.4846e+00 -2.6507e-01 -2.0279e+00 -1.6163e+00 -5.5192e-01
201 +3.975317357e+00 +3.975317357e+00 +3.985317357e+00 +3.985317357e+00 +4.5349e+00 +1.7950e-01 -3.3743e+00 +1.4816e+00 -2.5571e+00 +3.0367e+00 +1.4107e+00 +1.8077e+00 -9.7326e-03 +4.9919e+00 -1.6324e+00 -3.8299e-01 +9.2093e-01 -3.0087e+00 -1.0869e+00 +2.5353e+00 -1.9392e-01 -1.8359e+00 -1.5265e+00 -3.9801e-01
459 +2.700257248e+00 +2.700257248e+00 +2.710257248e+00 +2.710257248e+00 +4.7422e+00 +5.7123e-02 -3.4452e+00 +1.5674e+00 -2.5349e+00 +3.1127e+00 +1.5353e+00 +1.9365e+00 +1.0028e-01 +4.8326e+00 -1.3648e+00 -2.4371e-01 +8.8097e-01 -2.9853e+00 -1.2201e+00 +2.4948e+00 -2.5799e-01 -2.0906e+00 -1.4737e+00 -3.9008e-01
1572 +2.643251594e+00 +2.643251594e+00 +2.653251594e+00 +2.653251594e+00 +4.7535e+00 +4.5223e-03 -3.2456e+00 +1.3654e+00 -2.4644e+00 +3.1181e+00 +1.7240e+00 +1.9639e+00 -2.5210e-01 +5.0313e+00 -1.0648e+00 -2.7455e-01 +9.4856e-01 -2.9258e+00 -1.4162e+00 +2.4261e+00 -6.0717e-01 -1.8980e+00 -1.4185e+00 -2.3643e-01
1914 +2.352792650e+00 +2.352792650e+00 +2.362792650e+00 +2.362792650e+00 +4.7324e+00 +2.7072e-02 -3.2279e+00 +1.4066e+00 -2.4889e+00 +3.1243e+00 +1.6878e+00 +1.9657e+00 -2.4053e-01 +5.0379e+00 -1.1403e+00 -2.6071e-01 +9.5519e-01 -2.9307e+00 -1.3641e+00 +2.4002e+00 -5.9105e-01 -1.8729e+00 -1.4003e+00 -2.9166e-01
1958 +2.145594841e+00 +2.145594841e+00 +2.155594841e+00 +2.155594841e+00 +4.7481e+00 +2.1285e-02 -3.2211e+00 +1.3947e+00 -2.4860e+00 +3.1345e+00 +1.6872e+00 +1.9686e+00 -2.5162e-01 +5.0259e+00 -1.1389e+00 -2.4874e-01 +9.4776e-01 -2.9236e+00 -1.3523e+00 +2.4101e+00 -5.7921e-01 -1.8805e+00 -1.4051e+00 -3.0127e-01
1993 +1.969494466e+00 +1.969494466e+00 +1.979494466e+00 +1.979494466e+00 +4.7281e+00 +2.9343e-02 -3.2307e+00 +1.4121e+00 -2.4633e+00 +3.1319e+00 +1.6850e+00 +1.9612e+00 -2.5167e-01 +5.0357e+00 -1.1292e+00 -2.7193e-01 +9.2407e-01 -2.9312e+00 -1.3543e+00 +2.3973e+00 -5.7363e-01 -1.8724e+00 -1.4126e+00 -3.1184e-01
2071 +1.859725054e+00 +1.859725054e+00 +1.869725054e+00 +1.869725054e+00 +4.7408e+00 +2.2496e-02 -3.2228e+00 +1.3537e+00 -2.5114e+00 +3.1334e+00 +1.6788e+00 +1.9474e+00 -2.6942e-01 +5.0476e+00 -1.1317e+00 -2.5799e-01 +9.4801e-01 -2.9395e+00 -1.3698e+00 +2.4147e+00 -5.7725e-01 -1.8491e+00 -1.4038e+00 -2.7050e-01
2090 +1.465316183e+00 +1.465316183e+00 +1.475316183e+00 +1.475316183e+00 +4.7383e+00 +3.2067e-02 -3.2183e+00 +1.3533e+00 -2.5098e+00 +3.1288e+00 +1.6755e+00 +1.9489e+00 -2.6938e-01 +5.0525e+00 -1.1381e+00 -2.6331e-01 +9.5046e-01 -2.9384e+00 -1.3633e+00 +2.4105e+00 -5.7521e-01 -1.8581e+00 -1.3927e+00 -2.7126e-01
2112 +1.356241678e+00 +1.356241678e+00 +1.366241678e+00 +1.366241678e+00 +4.7348e+00 +3.2121e-02 -3.2090e+00 +1.3591e+00 -2.5020e+00 +3.1255e+00 +1.6695e+00 +1.9382e+00 -2.6817e-01 +5.0535e+00 -1.1330e+00 -2.6464e-01 +9.4926e-01 -2.9390e+00 -1.3691e+00 +2.4160e+00 -5.8750e-01 -1.8481e+00 -1.3946e+00 -2.8145e-01
2178 +1.266796114e+00 +1.266796114e+00 +1.276796114e+00 +1.276796114e+00 +4.7296e+00 +3.4588e-02 -3.2103e+00 +1.3556e+00 -2.5103e+00 +3.1161e+00 +1.6752e+00 +1.9483e+00 -2.6514e-01 +5.0484e+00 -1.1333e+00 -2.5745e-01 +9.3904e-01 -2.9416e+00 -1.3739e+00 +2.4295e+00 -5.9595e-01 -1.8574e+00 -1.3811e+00 -2.7111e-01
2354 +1.145071026e+00 +1.145071026e+00 +1.155071026e+00 +1.155071026e+00 +4.7373e+00 +4.6797e-02 -3.2109e+00 +1.3526e+00 -2.5144e+00 +3.1169e+00 +1.6794e+00 +1.9444e+00 -2.6475e-01 +5.0380e+00 -1.1355e+00 -2.5916e-01 +9.4501e-01 -2.9274e+00 -1.3791e+00 +2.4302e+00 -5.9191e-01 -1.8460e+00 -1.3934e+00 -2.6168e-01
2360 +1.076690978e+00 +1.076690978e+00 +1.086690978e+00 +1.086690978e+00 +4.7312e+00 +4.2997e-02 -3.2312e+00 +1.3446e+00 -2.5164e+00 +3.1135e+00 +1.6663e+00 +1.9493e+00 -2.6014e-01 +5.0514e+00 -1.1473e+00 -2.5911e-01 +9.4374e-01 -2.9301e+00 -1.3933e+00 +2.4251e+00 -5.8742e-01 -1.8456e+00 -1.3837e+00 -2.6789e-01
2376 +8.539083150e-01 +8.539083150e-01 +8.639083150e-01 +8.639083150e-01 +4.7374e+00 +4.0598e-02 -3.2094e+00 +1.3508e+00 -2.5205e+00 +3.1108e+00 +1.6742e+00 +1.9497e+00 -2.5991e-01 +5.0431e+00 -1.1401e+00 -2.5943e-01 +9.4453e-01 -2.9290e+00 -1.3826e+00 +2.4304e+00 -5.9137e-01 -1.8543e+00 -1.3842e+00 -2.6175e-01
2464 +7.822733216e-01 +7.822733216e-01 +7.922733216e-01 +7.922733216e-01 +4.7387e+00 +4.7032e-02 -3.2157e+00 +1.3409e+00 -2.5206e+00 +3.1118e+00 +1.6681e+00 +1.9403e+00 -2.5650e-01 +5.0380e+00 -1.1345e+00 -2.5051e-01 +9.6012e-01 -2.9377e+00 -1.3877e+00 +2.4403e+00 -5.7877e-01 -1.8500e+00 -1.4010e+00 -2.6727e-01
2486 +6.194671083e-01 +6.194671083e-01 +6.294671083e-01 +6.294671083e-01 +4.7315e+00 +4.9587e-02 -3.2192e+00 +1.3350e+00 -2.5212e+00 +3.1139e+00 +1.6706e+00 +1.9421e+00 -2.5714e-01 +5.0382e+00 -1.1371e+00 -2.5015e-01 +9.5753e-01 -2.9405e+00 -1.3928e+00 +2.4421e+00 -5.7751e-01 -1.8491e+00 -1.3958e+00 -2.6250e-01
2574 +5.645675412e-01 +5.645675412e-01 +5.745675412e-01 +5.745675412e-01 +4.7180e+00 +5.7859e-02 -3.2186e+00 +1.3404e+00 -2.5176e+00 +3.1156e+00 +1.6572e+00 +1.9342e+00 -2.5397e-01 +5.0319e+00 -1.1414e+00 -2.5200e-01 +9.5745e-01 -2.9414e+00 -1.3870e+00 +2.4464e+00 -5.8298e-01 -1.8392e+00 -1.3990e+00 -2.7398e-01
