% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5720 +3.539058913e+001 +3.539058913e+001 +1.035390589e+003 +1.035390589e+003 -2.2401e+000 +3.8109e+000 +3.4553e+000 +3.0155e+000 +2.5732e+000 -2.0409e+000 -1.6836e+000 -5.6113e-001 -1.3778e+000 -4.1648e-001 -2.0822e+000 -1.6001e+000 -1.0146e+000 -3.3477e+000 +3.2873e+000 +4.9910e+000 +3.3949e+000 -2.1688e+000 -1.1324e+000 -1.2189e+000
5758 +3.449396939e+001 +3.449396939e+001 +1.034493969e+003 +1.034493969e+003 -2.2334e+000 +3.8119e+000 +3.4563e+000 +3.0204e+000 +2.5759e+000 -2.0480e+000 -1.6726e+000 -5.6688e-001 -1.3914e+000 -3.9155e-001 -2.0718e+000 -1.6129e+000 -1.0114e+000 -3.3721e+000 +3.2750e+000 +4.9875e+000 +3.3770e+000 -2.1727e+000 -1.1164e+000 -1.2156e+000
5798 +3.376566173e+001 +3.376566173e+001 +1.033765662e+003 +1.033765662e+003 -2.2424e+000 +3.8208e+000 +3.4628e+000 +3.0204e+000 +2.5668e+000 -2.0582e+000 -1.6615e+000 -5.7663e-001 -1.3697e+000 -3.8476e-001 -2.0678e+000 -1.6083e+000 -9.9849e-001 -3.3642e+000 +3.2964e+000 +4.9749e+000 +3.4095e+000 -2.1825e+000 -1.1338e+000 -1.2373e+000
5830 +3.274414897e+001 +3.274414897e+001 +1.032744149e+003 +1.032744149e+003 -2.2399e+000 +3.8260e+000 +3.4318e+000 +3.0123e+000 +2.5786e+000 -2.0546e+000 -1.6739e+000 -5.7601e-001 -1.3792e+000 -4.0051e-001 -2.0782e+000 -1.6066e+000 -1.0046e+000 -3.3732e+000 +3.2722e+000 +4.9789e+000 +3.4112e+000 -2.1975e+000 -1.1138e+000 -1.2315e+000
5852 +3.229972677e+001 +3.229972677e+001 +1.032299727e+003 +1.032299727e+003 -2.2410e+000 +3.8380e+000 +3.4268e+000 +3.0175e+000 +2.5846e+000 -2.0507e+000 -1.6744e+000 -5.8183e-001 -1.3891e+000 -3.9299e-001 -2.0768e+000 -1.6073e+000 -1.0026e+000 -3.3705e+000 +3.2753e+000 +4.9745e+000 +3.4091e+000 -2.2035e+000 -1.1132e+000 -1.2313e+000
5918 +3.145771797e+001 +3.145771797e+001 +1.031457718e+003 +1.031457718e+003 -2.2417e+000 +3.8360e+000 +3.4292e+000 +3.0297e+000 +2.6009e+000 -2.0625e+000 -1.6751e+000 -5.6981e-001 -1.4100e+000 -3.8022e-001 -2.0754e+000 -1.6126e+000 -9.9294e-001 -3.4056e+000 +3.2739e+000 +4.9699e+000 +3.4240e+000 -2.2101e+000 -1.1091e+000 -1.2364e+000
6204 +3.074572936e+001 +3.074572936e+001 +1.030745729e+003 +1.030745729e+003 -2.1899e+000 +3.8495e+000 +3.4336e+000 +3.0289e+000 +2.6082e+000 -2.0648e+000 -1.6567e+000 -5.7857e-001 -1.4007e+000 -3.7807e-001 -2.0579e+000 -1.6087e+000 -9.9545e-001 -3.3870e+000 +3.2787e+000 +4.9681e+000 +3.4191e+000 -2.2187e+000 -1.1227e+000 -1.2380e+000
6710 +3.009587627e+001 +3.009587627e+001 +1.030095876e+003 +1.030095876e+003 -2.1990e+000 +3.8252e+000 +3.4286e+000 +3.0419e+000 +2.6109e+000 -2.0707e+000 -1.6601e+000 -5.8106e-001 -1.3893e+000 -3.6868e-001 -2.0461e+000 -1.6150e+000 -9.7896e-001 -3.3966e+000 +3.2850e+000 +4.9681e+000 +3.4224e+000 -2.2209e+000 -1.1115e+000 -1.2325e+000
22114 +2.854609138e+001 +2.854609138e+001 +1.028546091e+003 +1.028546091e+003 -2.1479e+000 +2.3863e+000 +3.6827e+000 +4.5365e+000 +3.3228e+000 -3.5929e+000 -1.1059e+000 +4.3218e-001 -7.9508e-001 -4.5475e-001 -1.3276e+000 -9.2628e-001 -4.2782e-002 -3.4480e+000 +2.9258e+000 +3.4413e+000 +3.3391e+000 -1.3031e+000 -9.2810e-001 +6.9544e-001
22180 +2.783109473e+001 +2.783109473e+001 +1.027831095e+003 +1.027831095e+003 -2.1388e+000 +2.3997e+000 +3.6614e+000 +4.5568e+000 +3.3054e+000 -3.5805e+000 -1.1047e+000 +4.0926e-001 -7.9039e-001 -4.5294e-001 -1.3039e+000 -9.0641e-001 -4.2169e-002 -3.4378e+000 +2.9096e+000 +3.4499e+000 +3.3197e+000 -1.2735e+000 -9.2329e-001 +7.0211e-001
22290 +2.674277502e+001 +2.674277502e+001 +1.026742775e+003 +1.026742775e+003 -2.1541e+000 +2.4182e+000 +3.6610e+000 +4.5603e+000 +3.2966e+000 -3.5964e+000 -1.0998e+000 +4.1857e-001 -7.9146e-001 -4.4966e-001 -1.2826e+000 -9.2960e-001 -6.9473e-002 -3.4546e+000 +2.9462e+000 +3.4570e+000 +3.3281e+000 -1.2330e+000 -9.3028e-001 +6.5653e-001
22334 +2.598687648e+001 +2.598687648e+001 +1.025986876e+003 +1.025986876e+003 -2.1473e+000 +2.4123e+000 +3.6609e+000 +4.5670e+000 +3.3111e+000 -3.5776e+000 -1.0950e+000 +4.0602e-001 -7.9556e-001 -4.5597e-001 -1.2784e+000 -9.3493e-001 -4.0411e-002 -3.4392e+000 +2.9220e+000 +3.4508e+000 +3.3217e+000 -1.2458e+000 -9.2481e-001 +6.7200e-001
22356 +2.503316467e+001 +2.503316467e+001 +1.025033165e+003 +1.025033165e+003 -2.1706e+000 +2.4203e+000 +3.6657e+000 +4.5564e+000 +3.2937e+000 -3.5722e+000 -1.0783e+000 +4.1032e-001 -7.9824e-001 -4.5162e-001 -1.2791e+000 -9.3277e-001 -4.6719e-002 -3.4404e+000 +2.9210e+000 +3.4481e+000 +3.3159e+000 -1.2344e+000 -9.2604e-001 +6.5942e-001
22400 +2.313783700e+001 +2.313783700e+001 +1.023137837e+003 +1.023137837e+003 -2.1444e+000 +2.4158e+000 +3.6612e+000 +4.5629e+000 +3.2964e+000 -3.5746e+000 -1.0904e+000 +4.4455e-001 -8.1631e-001 -4.6928e-001 -1.2776e+000 -9.4576e-001 -4.3899e-002 -3.4485e+000 +2.8987e+000 +3.4438e+000 +3.2968e+000 -1.2367e+000 -9.3253e-001 +6.6767e-001
22422 +2.262563251e+001 +2.262563251e+001 +1.022625633e+003 +1.022625633e+003 -2.1570e+000 +2.4137e+000 +3.6659e+000 +4.5414e+000 +3.2966e+000 -3.5734e+000 -1.0851e+000 +4.3810e-001 -8.1617e-001 -4.7062e-001 -1.2734e+000 -9.6930e-001 -6.9700e-002 -3.4517e+000 +2.9102e+000 +3.4354e+000 +3.2933e+000 -1.2352e+000 -9.3856e-001 +6.8180e-001
22444 +2.183650025e+001 +2.183650025e+001 +1.021836500e+003 +1.021836500e+003 -2.1469e+000 +2.4057e+000 +3.6598e+000 +4.5493e+000 +3.2947e+000 -3.5813e+000 -1.0895e+000 +4.3847e-001 -8.0101e-001 -4.7009e-001 -1.2801e+000 -9.5819e-001 -6.2928e-002 -3.4461e+000 +2.9091e+000 +3.4364e+000 +3.2933e+000 -1.2371e+000 -9.4173e-001 +6.8427e-001
22466 +2.136624566e+001 +2.136624566e+001 +1.021366246e+003 +1.021366246e+003 -2.1491e+000 +2.4020e+000 +3.6668e+000 +4.5544e+000 +3.2893e+000 -3.5818e+000 -1.0832e+000 +4.4477e-001 -8.1473e-001 -4.7708e-001 -1.2893e+000 -9.6685e-001 -6.0298e-002 -3.4467e+000 +2.9059e+000 +3.4283e+000 +3.2896e+000 -1.2385e+000 -9.5008e-001 +6.8475e-001
22642 +2.070849713e+001 +2.070849713e+001 +1.020708497e+003 +1.020708497e+003 -2.1526e+000 +2.3974e+000 +3.6753e+000 +4.5493e+000 +3.2976e+000 -3.5874e+000 -1.0809e+000 +4.4221e-001 -7.9865e-001 -4.7992e-001 -1.2859e+000 -9.7015e-001 -5.3478e-002 -3.4641e+000 +2.8971e+000 +3.4365e+000 +3.2929e+000 -1.2346e+000 -9.6243e-001 +6.8692e-001
22796 +2.040000511e+001 +2.040000511e+001 +1.020400005e+003 +1.020400005e+003 -2.1738e+000 +2.4045e+000 +3.6697e+000 +4.5596e+000 +3.2876e+000 -3.5957e+000 -1.0648e+000 +4.4900e-001 -8.0013e-001 -4.7753e-001 -1.2883e+000 -9.6258e-001 -6.5004e-002 -3.4540e+000 +2.8994e+000 +3.4322e+000 +3.2942e+000 -1.2250e+000 -9.6273e-001 +6.8952e-001
23522 +1.993740023e+001 +1.993740023e+001 +1.019937400e+003 +1.019937400e+003 -2.1643e+000 +2.4023e+000 +3.6635e+000 +4.5751e+000 +3.2876e+000 -3.5907e+000 -1.0776e+000 +4.5292e-001 -8.0303e-001 -4.7784e-001 -1.2946e+000 -9.5884e-001 -5.7786e-002 -3.4638e+000 +2.8939e+000 +3.4422e+000 +3.2975e+000 -1.2210e+000 -9.8253e-001 +6.8773e-001
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.420924595e+002 +7.420924595e+002 +8.121224595e+002 +8.121224595e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
