% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
387 +7.075653250e+03 +7.075653250e+03 +7.224803250e+03 +7.224803250e+03 -1.7811e+00 -3.2654e+00 -9.6552e-01 +8.1561e-01 -2.1736e+00 -2.4502e+00 -3.3124e+00 -2.4004e+00 -1.0247e+00 +8.5360e-01 -1.4405e+00 -1.3929e+00 +2.8277e+00 -2.4300e+00 -2.5662e-01 -4.8150e-01 +1.0644e+00 +8.5907e-01 -4.1130e+00 -4.9363e-01
396 +6.829134990e+03 +6.829134990e+03 +6.978284990e+03 +6.978284990e+03 -1.9386e+00 -3.1743e+00 -8.4211e-01 +1.2671e-01 -2.7131e+00 -2.8006e+00 -3.4605e+00 -1.9196e+00 -1.1049e+00 +1.1602e+00 -1.2388e+00 -1.5935e+00 +2.9383e+00 -2.2762e+00 -2.5183e-01 -3.0032e-01 +8.6975e-01 +6.5840e-01 -3.8347e+00 -3.0519e-01
401 +6.165447021e+03 +6.165447021e+03 +6.314597021e+03 +6.314597021e+03 -1.9179e+00 -2.7762e+00 -5.9243e-02 +1.0708e-01 -2.2274e+00 -2.7336e+00 -2.6362e+00 -2.6256e+00 -7.4784e-01 +1.4747e+00 -1.7890e+00 -6.8126e-01 +2.8946e+00 -2.7814e+00 +2.5227e-01 -4.3519e-01 +3.3819e-01 +9.0658e-01 -4.6381e+00 -2.6742e-01
418 +5.196208731e+03 +5.196208731e+03 +5.345358731e+03 +5.345358731e+03 -1.6088e+00 -2.8725e+00 -7.6412e-01 +3.1418e-01 -2.3926e+00 -2.7618e+00 -3.4126e+00 -1.8017e+00 -9.3219e-01 +1.0662e+00 -1.5795e+00 -1.6452e+00 +2.8653e+00 -2.3234e+00 -2.0552e-01 -1.1189e-01 +5.0173e-01 +7.5571e-01 -4.2124e+00 -2.4496e-01
420 +4.355011334e+03 +4.355011334e+03 +4.504161334e+03 +4.504161334e+03 -2.3995e+00 -1.9733e+00 -5.1029e-01 +1.4225e+00 -2.4200e+00 -2.2970e+00 -2.9345e+00 -1.5983e+00 -1.2604e+00 +8.7144e-01 -1.5123e+00 -1.6392e+00 +3.0539e+00 -1.6360e+00 -8.0016e-01 -1.4520e-01 +1.0673e+00 +5.8375e-01 -3.9275e+00 -4.4583e-01
440 +3.453491824e+03 +3.453491824e+03 +3.602641824e+03 +3.602641824e+03 -1.5908e+00 -2.8711e+00 -7.0666e-01 +9.8024e-01 -2.9098e+00 -2.7115e+00 -2.9134e+00 -1.7808e+00 -1.3213e+00 +4.9527e-01 -1.7657e+00 -1.4072e+00 +3.0692e+00 -2.3396e+00 -5.7801e-01 -1.7676e-01 +5.9263e-01 +7.8071e-01 -4.2812e+00 -3.3158e-01
462 +2.474370414e+03 +2.474370414e+03 +2.623520414e+03 +2.623520414e+03 -1.2625e+00 -2.8380e+00 -7.9420e-01 +1.1917e+00 -2.7540e+00 -2.7163e+00 -2.3081e+00 -1.9151e+00 -1.5309e+00 +2.0952e-01 -1.9897e+00 -1.1618e+00 +2.5294e+00 -2.4764e+00 -5.0159e-01 -4.8754e-02 +3.2967e-01 +5.2465e-01 -3.9661e+00 -3.1129e-01
484 +2.285761693e+03 +2.285761693e+03 +2.434911693e+03 +2.434911693e+03 -1.2472e+00 -3.0145e+00 -9.8883e-01 +9.5556e-01 -3.1586e+00 -2.9904e+00 -1.8225e+00 -1.9712e+00 -1.6394e+00 -2.7527e-01 -2.3323e+00 -1.4210e+00 +2.6428e+00 -1.7739e+00 -8.6991e-01 -4.1143e-01 +1.1689e-01 +1.6103e-01 -4.1870e+00 -2.6539e-01
487 +1.815652562e+03 +1.815652562e+03 +1.964802562e+03 +1.964802562e+03 -3.1315e-01 -2.0449e+00 -1.4279e+00 +1.4949e+00 -3.5910e+00 -2.8320e+00 -1.9650e+00 -1.7661e+00 -1.5884e+00 +1.0087e+00 -2.3403e+00 -8.9728e-01 +2.1663e+00 -1.3584e+00 -1.7106e+00 -1.8532e+00 -8.2513e-02 +7.9531e-01 -3.9173e+00 -1.3540e+00
528 +1.684367274e+03 +1.684367274e+03 +1.833517274e+03 +1.833517274e+03 -1.0390e+00 -2.5290e+00 -1.0804e+00 +1.4292e+00 -3.5295e+00 -3.0690e+00 -1.5948e+00 -1.2844e+00 -1.3406e+00 +2.4682e-01 -2.3916e+00 -1.4560e+00 +2.5773e+00 -9.4481e-01 -1.4067e+00 -2.9623e-01 +1.5150e-02 +1.9911e-01 -3.9314e+00 -6.2146e-01
594 +1.509835695e+03 +1.509835695e+03 +1.658985695e+03 +1.658985695e+03 -7.4923e-01 -1.9048e+00 -9.3883e-01 +9.4190e-01 -4.3230e+00 -2.7184e+00 -2.1330e+00 -1.6051e+00 -1.1345e+00 +4.2016e-02 -1.4283e+00 -6.8386e-01 +1.9933e+00 -2.1046e+00 -1.1214e+00 -1.1260e+00 -2.5357e-01 -3.6683e-01 -4.2707e+00 +4.0419e-01
616 +1.346942740e+03 +1.346942740e+03 +1.496092740e+03 +1.496092740e+03 -9.0840e-01 -2.0851e+00 -8.7685e-01 +1.0336e+00 -4.2469e+00 -2.9839e+00 -2.2123e+00 -1.6062e+00 -8.7165e-01 -4.1593e-01 -1.7115e+00 -8.5613e-01 +2.3077e+00 -1.6095e+00 -8.9271e-01 -1.0694e+00 -6.7971e-01 -7.7517e-01 -4.5920e+00 +6.2282e-01
638 +1.052990873e+03 +1.052990873e+03 +1.202140873e+03 +1.202140873e+03 -9.6626e-01 -2.1638e+00 -7.9674e-01 +8.6833e-01 -4.0198e+00 -3.0539e+00 -1.8190e+00 -1.8090e+00 -1.1422e+00 -2.9865e-02 -2.0757e+00 -2.7505e-01 +2.4762e+00 -1.4484e+00 -1.1330e+00 -1.6228e+00 -6.6283e-01 -5.0559e-01 -4.4152e+00 +5.6111e-01
660 +6.914819987e+02 +6.914819987e+02 +8.406319987e+02 +8.406319987e+02 -5.3485e-01 -1.8113e+00 -6.6127e-01 +1.3176e+00 -3.9520e+00 -2.6456e+00 -1.8639e+00 -1.9080e+00 -1.2801e+00 -4.6379e-01 -2.1213e+00 +4.3192e-02 +1.5517e+00 -1.2353e+00 -1.2827e+00 -1.5988e+00 -1.1685e+00 -3.1463e-01 -4.5263e+00 +3.7303e-01
748 +6.436915134e+02 +6.436915134e+02 +7.928415134e+02 +7.928415134e+02 -5.0345e-01 -1.3216e+00 -6.4692e-01 +7.6118e-01 -4.1116e+00 -2.3813e+00 -1.6070e+00 -2.0091e+00 -9.8830e-01 -8.0284e-01 -2.3349e+00 +2.7736e-01 +1.6737e+00 -1.4840e+00 -1.4403e+00 -1.3378e+00 -1.1136e+00 -3.3576e-01 -4.9074e+00 +1.3964e+00
1056 +6.263284726e+02 +6.263284726e+02 +7.754784726e+02 +7.754784726e+02 -1.6788e-01 -6.2522e-01 -1.3841e-01 +1.1783e+00 -3.8161e+00 -2.4831e+00 -1.6360e+00 -2.0927e+00 -8.4296e-01 -6.8080e-01 -2.2799e+00 -1.5765e-01 +1.9060e+00 -1.6766e+00 -1.5799e+00 -1.0850e+00 -9.0587e-01 -2.8220e-01 -4.9560e+00 +1.5412e+00
1144 +6.055827438e+02 +6.055827438e+02 +7.547327438e+02 +7.547327438e+02 -3.7104e-01 -1.0813e+00 -6.2228e-01 +9.2362e-01 -3.7823e+00 -2.5603e+00 -1.1986e+00 -1.9391e+00 -8.0981e-01 -6.3151e-01 -2.4435e+00 -4.0843e-01 +1.6789e+00 -1.6780e+00 -1.8521e+00 -1.2861e+00 -8.9525e-01 -4.7383e-01 -4.9114e+00 +1.3292e+00
1166 +5.572440722e+02 +5.572440722e+02 +7.063940722e+02 +7.063940722e+02 -4.5503e-01 -9.2374e-01 -8.0412e-01 +9.5277e-01 -3.6726e+00 -2.5510e+00 -1.3068e+00 -1.8939e+00 -8.7474e-01 -7.4697e-01 -2.5295e+00 -4.9505e-01 +1.7803e+00 -1.6552e+00 -1.6898e+00 -1.4615e+00 -7.9954e-01 -4.1240e-01 -4.9547e+00 +1.2266e+00
1254 +5.271651178e+02 +5.271651178e+02 +6.763151178e+02 +6.763151178e+02 -8.8478e-01 -1.0978e+00 -8.4116e-01 +1.0546e+00 -3.8209e+00 -2.3244e+00 -1.4762e+00 -1.8459e+00 -9.2526e-01 -7.0832e-01 -2.3929e+00 +6.2892e-02 +1.9002e+00 -1.3128e+00 -1.7900e+00 -1.5195e+00 -9.1031e-01 -3.7252e-01 -4.8414e+00 +9.2681e-01
1318 +5.163096195e+02 +5.163096195e+02 +6.654596195e+02 +6.654596195e+02 -8.4658e-01 -1.2141e+00 -7.6148e-01 +7.2617e-01 -3.9868e+00 -2.3031e+00 -1.9647e+00 -1.8779e+00 -7.0384e-01 -9.2118e-01 -2.5678e+00 -5.4896e-01 +1.9689e+00 -1.5558e+00 -1.5482e+00 -1.8351e+00 -9.6242e-01 -3.5408e-01 -4.8074e+00 +9.4969e-02
1320 +4.934609250e+02 +4.934609250e+02 +6.426109250e+02 +6.426109250e+02 -9.3885e-01 -1.3195e+00 -6.6610e-01 +1.0324e+00 -3.7991e+00 -2.3247e+00 -1.8188e+00 -1.8362e+00 -5.7752e-01 -7.0350e-01 -2.3928e+00 -4.1707e-02 +1.8758e+00 -1.4678e+00 -1.7041e+00 -1.4657e+00 -1.0302e+00 -3.3112e-01 -4.8171e+00 +5.7977e-01
1342 +4.817863593e+02 +4.817863593e+02 +6.309363593e+02 +6.309363593e+02 -8.6598e-01 -1.3453e+00 -7.8030e-01 +1.0918e+00 -3.8674e+00 -2.3134e+00 -1.8533e+00 -1.9336e+00 -5.8400e-01 -6.8539e-01 -2.5349e+00 +3.1302e-02 +2.0248e+00 -1.6050e+00 -1.7176e+00 -1.4158e+00 -1.0315e+00 -3.4323e-01 -4.7933e+00 +4.1832e-01
1364 +4.598573488e+02 +4.598573488e+02 +6.090073488e+02 +6.090073488e+02 -9.1999e-01 -1.3454e+00 -8.2134e-01 +9.8238e-01 -3.7670e+00 -2.3488e+00 -1.9341e+00 -1.7880e+00 -6.3039e-01 -7.2736e-01 -2.5156e+00 -3.0280e-02 +1.8683e+00 -1.5283e+00 -1.8357e+00 -1.4099e+00 -8.5818e-01 -3.6644e-01 -4.6965e+00 +3.6404e-01
1386 +4.550564406e+02 +4.550564406e+02 +6.042064406e+02 +6.042064406e+02 -8.7200e-01 -1.3135e+00 -8.8228e-01 +6.7132e-01 -3.6042e+00 -2.3844e+00 -1.7974e+00 -1.8647e+00 -6.8298e-01 -8.8699e-01 -2.5465e+00 +1.8687e-03 +1.8234e+00 -1.6246e+00 -1.7778e+00 -1.3398e+00 -7.3143e-01 -4.1181e-01 -4.6092e+00 +1.6172e-01
1408 +4.291350155e+02 +4.291350155e+02 +5.782850155e+02 +5.782850155e+02 -7.3306e-01 -1.3372e+00 -8.2913e-01 +8.2540e-01 -3.6845e+00 -2.3461e+00 -1.7136e+00 -1.9308e+00 -7.4788e-01 -7.5433e-01 -2.5024e+00 -2.6207e-02 +1.8152e+00 -1.7389e+00 -1.8109e+00 -1.5808e+00 -7.2628e-01 -4.0283e-01 -4.6054e+00 +8.8641e-02
1430 +4.188977951e+02 +4.188977951e+02 +5.680477951e+02 +5.680477951e+02 -8.9429e-01 -1.3070e+00 -8.6562e-01 +9.5038e-01 -3.7306e+00 -2.3425e+00 -1.5515e+00 -1.9171e+00 -8.6091e-01 -6.0718e-01 -2.4705e+00 +1.6606e-02 +1.8557e+00 -1.6304e+00 -1.8320e+00 -1.6821e+00 -6.3920e-01 -4.3471e-01 -4.5732e+00 -2.8434e-02
1468 +4.045584510e+02 +4.045584510e+02 +5.537084510e+02 +5.537084510e+02 -9.6363e-01 -1.0558e+00 -7.6957e-01 +6.6202e-01 -3.7378e+00 -2.4888e+00 -1.8245e+00 -1.7622e+00 -6.5447e-01 -5.0306e-01 -2.5837e+00 +9.8493e-02 +1.9051e+00 -1.6088e+00 -1.6737e+00 -1.5819e+00 -6.3745e-01 -4.9401e-01 -4.5322e+00 -4.4631e-01
1474 +3.969747208e+02 +3.969747208e+02 +5.461247208e+02 +5.461247208e+02 -1.0247e+00 -1.1927e+00 -8.5644e-01 +8.0427e-01 -3.7958e+00 -2.3707e+00 -1.6901e+00 -1.8975e+00 -7.5587e-01 -6.2763e-01 -2.5595e+00 +8.6218e-02 +1.7979e+00 -1.6372e+00 -1.6732e+00 -1.5390e+00 -7.9053e-01 -4.2798e-01 -4.5883e+00 -1.6357e-01
1493 +3.770249416e+02 +3.770249416e+02 +5.261749416e+02 +5.261749416e+02 -8.0719e-01 -1.0346e+00 -8.3052e-01 +6.9708e-01 -3.4612e+00 -2.3540e+00 -1.6489e+00 -1.7990e+00 -7.3247e-01 -4.8977e-01 -2.4217e+00 +4.5696e-02 +1.6596e+00 -1.5040e+00 -1.6385e+00 -1.4245e+00 -8.7173e-01 -4.5434e-01 -4.5082e+00 -5.5642e-01
1534 +3.555319324e+02 +3.555319324e+02 +5.046819324e+02 +5.046819324e+02 -7.5957e-01 -1.3685e+00 -6.7905e-01 +7.2227e-01 -3.7746e+00 -2.0649e+00 -1.8155e+00 -1.9627e+00 -7.9359e-01 -7.1217e-01 -2.3836e+00 -1.5226e-01 +1.6735e+00 -1.6849e+00 -1.8054e+00 -1.5453e+00 -8.1810e-01 -4.4361e-01 -4.5101e+00 -1.0762e+00
1540 +3.496745435e+02 +3.496745435e+02 +4.988245435e+02 +4.988245435e+02 -1.0414e+00 -1.4073e+00 -7.5688e-01 +9.4500e-01 -3.6713e+00 -2.1536e+00 -1.7321e+00 -2.0215e+00 -6.5620e-01 -6.4163e-01 -2.5283e+00 -1.7032e-02 +1.5938e+00 -1.6527e+00 -1.7391e+00 -1.5989e+00 -8.1230e-01 -4.1327e-01 -4.4994e+00 -7.0249e-01
1562 +3.409053207e+02 +3.409053207e+02 +4.900553207e+02 +4.900553207e+02 -1.0086e+00 -1.3562e+00 -8.1269e-01 +1.0101e+00 -3.5713e+00 -2.1630e+00 -1.6129e+00 -1.9889e+00 -6.0576e-01 -5.0399e-01 -2.5491e+00 +6.7095e-02 +1.5681e+00 -1.6530e+00 -1.6988e+00 -1.5267e+00 -7.7764e-01 -4.1175e-01 -4.4250e+00 -8.2391e-01
1584 +3.299301728e+02 +3.299301728e+02 +4.790801728e+02 +4.790801728e+02 -9.6652e-01 -1.2719e+00 -8.7371e-01 +1.0193e+00 -3.5973e+00 -2.1707e+00 -1.6056e+00 -2.0411e+00 -4.9608e-01 -5.0627e-01 -2.5484e+00 +3.2394e-03 +1.5645e+00 -1.6112e+00 -1.7367e+00 -1.5393e+00 -8.3827e-01 -4.3943e-01 -4.3712e+00 -9.8282e-01
1606 +3.096602840e+02 +3.096602840e+02 +4.588102840e+02 +4.588102840e+02 -1.0322e+00 -1.2721e+00 -8.1541e-01 +9.8572e-01 -3.5896e+00 -2.2619e+00 -1.6431e+00 -2.0057e+00 -4.6339e-01 -3.6931e-01 -2.6278e+00 -9.9602e-02 +1.6954e+00 -1.6862e+00 -1.6559e+00 -1.5523e+00 -9.7498e-01 -3.9064e-01 -4.3582e+00 -1.1303e+00
1628 +3.077275345e+02 +3.077275345e+02 +4.568775345e+02 +4.568775345e+02 -9.6299e-01 -1.1723e+00 -1.0039e+00 +9.1958e-01 -3.4810e+00 -2.1267e+00 -1.6806e+00 -1.9579e+00 -4.1744e-01 -3.9890e-01 -2.5023e+00 -7.7440e-03 +1.8390e+00 -1.5874e+00 -1.7658e+00 -1.4728e+00 -1.0096e+00 -3.7965e-01 -4.2885e+00 -1.2209e+00
1650 +2.759303266e+02 +2.759303266e+02 +4.250803266e+02 +4.250803266e+02 -8.9603e-01 -1.3077e+00 -9.4922e-01 +9.6391e-01 -3.5693e+00 -2.2767e+00 -1.7246e+00 -1.9112e+00 -5.8834e-01 -3.5109e-01 -2.6410e+00 -5.1563e-02 +1.7014e+00 -1.6409e+00 -1.8670e+00 -1.4414e+00 -9.4708e-01 -4.3364e-01 -4.2560e+00 -1.3475e+00
1672 +2.544286084e+02 +2.544286084e+02 +4.035786084e+02 +4.035786084e+02 -9.8941e-01 -1.3949e+00 -8.7267e-01 +9.2713e-01 -3.6840e+00 -2.2603e+00 -1.7826e+00 -2.0089e+00 -6.7126e-01 -4.5828e-01 -2.6398e+00 -4.0649e-02 +1.7063e+00 -1.6247e+00 -1.7159e+00 -1.3592e+00 -8.1938e-01 -4.7487e-01 -4.2028e+00 -1.4736e+00
1682 +2.470315368e+02 +2.470315368e+02 +3.961815368e+02 +3.961815368e+02 -9.6147e-01 -1.6236e+00 -8.9998e-01 +9.8597e-01 -3.7022e+00 -2.2160e+00 -1.6828e+00 -2.0454e+00 -7.8202e-01 -5.9485e-01 -2.3837e+00 +2.7789e-03 +1.8242e+00 -1.6417e+00 -1.8220e+00 -1.4396e+00 -5.4085e-01 -3.6731e-01 -4.0707e+00 -1.7139e+00
1694 +2.368001931e+02 +2.368001931e+02 +3.859501931e+02 +3.859501931e+02 -9.6588e-01 -1.3893e+00 -8.8697e-01 +9.4242e-01 -3.7020e+00 -2.3113e+00 -1.6450e+00 -2.0520e+00 -6.4917e-01 -3.4565e-01 -2.6295e+00 -1.5236e-02 +1.6213e+00 -1.5475e+00 -1.7234e+00 -1.5043e+00 -8.0440e-01 -4.4761e-01 -4.1559e+00 -1.7215e+00
1716 +2.114187635e+02 +2.114187635e+02 +3.605687635e+02 +3.605687635e+02 -1.0251e+00 -1.3760e+00 -8.6839e-01 +9.1648e-01 -3.7573e+00 -2.2928e+00 -1.6738e+00 -2.1408e+00 -7.0391e-01 -4.7013e-01 -2.5697e+00 -1.1629e-01 +1.5721e+00 -1.5407e+00 -1.7292e+00 -1.4933e+00 -7.8229e-01 -4.7908e-01 -4.0982e+00 -2.0672e+00
1738 +1.953656192e+02 +1.953656192e+02 +3.445156192e+02 +3.445156192e+02 -1.0054e+00 -1.4168e+00 -8.4131e-01 +9.1512e-01 -3.8100e+00 -2.1690e+00 -1.7104e+00 -2.1051e+00 -8.4093e-01 -3.5269e-01 -2.5712e+00 -9.2162e-02 +1.5696e+00 -1.5714e+00 -1.7486e+00 -1.4547e+00 -7.8423e-01 -4.7455e-01 -4.0228e+00 -2.0961e+00
1760 +1.788851945e+02 +1.788851945e+02 +3.280351945e+02 +3.280351945e+02 -1.0114e+00 -1.4345e+00 -7.9890e-01 +7.1654e-01 -3.8017e+00 -2.1027e+00 -1.6650e+00 -2.1293e+00 -6.9552e-01 -2.8239e-01 -2.5501e+00 -1.7891e-01 +1.7904e+00 -1.5013e+00 -1.6337e+00 -1.4936e+00 -7.0884e-01 -4.0938e-01 -3.9273e+00 -2.2732e+00
1782 +1.551124232e+02 +1.551124232e+02 +3.042624232e+02 +3.042624232e+02 -1.0456e+00 -1.3009e+00 -8.0578e-01 +9.0438e-01 -3.7260e+00 -2.0675e+00 -1.7064e+00 -2.0258e+00 -5.8579e-01 -3.4080e-01 -2.5239e+00 -1.2372e-01 +1.6639e+00 -1.6034e+00 -1.5390e+00 -1.4712e+00 -6.9751e-01 -3.8600e-01 -3.8136e+00 -2.5294e+00
1804 +1.436742044e+02 +1.436742044e+02 +2.928242044e+02 +2.928242044e+02 -9.3244e-01 -1.1917e+00 -8.5467e-01 +7.8822e-01 -3.6422e+00 -2.0400e+00 -1.8151e+00 -1.9793e+00 -6.8598e-01 -4.0147e-01 -2.6219e+00 -1.8237e-01 +1.6633e+00 -1.6708e+00 -1.5084e+00 -1.3997e+00 -6.8157e-01 -4.5364e-01 -3.7409e+00 -2.6167e+00
1826 +1.346569709e+02 +1.346569709e+02 +2.838069709e+02 +2.838069709e+02 -1.0203e+00 -1.2370e+00 -8.3063e-01 +8.6036e-01 -3.7018e+00 -2.0876e+00 -1.7869e+00 -2.0098e+00 -8.2890e-01 -3.5885e-01 -2.5470e+00 -1.8840e-01 +1.7057e+00 -1.6024e+00 -1.5513e+00 -1.4078e+00 -7.1941e-01 -3.9135e-01 -3.7914e+00 -2.6678e+00
1848 +1.227503607e+02 +1.227503607e+02 +2.719003607e+02 +2.719003607e+02 -1.0495e+00 -1.1841e+00 -8.6163e-01 +9.5475e-01 -3.7276e+00 -2.1248e+00 -1.8436e+00 -2.0247e+00 -8.5477e-01 -2.8517e-01 -2.4790e+00 -2.0219e-01 +1.6915e+00 -1.6281e+00 -1.5984e+00 -1.4226e+00 -7.2665e-01 -3.4422e-01 -3.6244e+00 -2.7268e+00
1870 +1.094216387e+02 +1.094216387e+02 +2.585716387e+02 +2.585716387e+02 -1.1483e+00 -1.2829e+00 -8.9609e-01 +9.5844e-01 -3.5737e+00 -2.0587e+00 -1.8385e+00 -2.0478e+00 -8.2728e-01 -2.6851e-01 -2.4392e+00 -2.2002e-01 +1.7453e+00 -1.5993e+00 -1.5499e+00 -1.4383e+00 -8.3084e-01 -3.6924e-01 -3.4933e+00 -2.8635e+00
1892 +9.523344255e+01 +9.523344255e+01 +2.443834426e+02 +2.443834426e+02 -1.1597e+00 -1.3301e+00 -9.2392e-01 +1.0583e+00 -3.5423e+00 -2.0440e+00 -1.7178e+00 -2.0787e+00 -7.6055e-01 -3.3022e-01 -2.5291e+00 -2.4046e-01 +1.7329e+00 -1.5799e+00 -1.4768e+00 -1.4941e+00 -9.4531e-01 -3.4364e-01 -3.4469e+00 -3.0490e+00
1914 +8.587256556e+01 +8.587256556e+01 +2.350225656e+02 +2.350225656e+02 -1.0978e+00 -1.2942e+00 -9.2448e-01 +1.1539e+00 -3.5729e+00 -2.0476e+00 -1.6911e+00 -2.1370e+00 -7.9845e-01 -3.4324e-01 -2.6119e+00 -2.3629e-01 +1.6755e+00 -1.6899e+00 -1.4918e+00 -1.5512e+00 -9.5172e-01 -3.7414e-01 -3.3937e+00 -3.2276e+00
1936 +8.328313763e+01 +8.328313763e+01 +2.324331376e+02 +2.324331376e+02 -9.9370e-01 -1.2692e+00 -9.9668e-01 +1.0938e+00 -3.5374e+00 -2.0595e+00 -1.7741e+00 -2.1234e+00 -8.3740e-01 -4.0032e-01 -2.6266e+00 -2.9661e-01 +1.7304e+00 -1.7375e+00 -1.4109e+00 -1.4682e+00 -1.0282e+00 -4.2393e-01 -3.3036e+00 -3.2364e+00
1957 +8.188668825e+01 +8.188668825e+01 +2.310366883e+02 +2.310366883e+02 -9.5859e-01 -1.4227e+00 -7.3029e-01 +1.3320e+00 -3.4653e+00 -2.1402e+00 -1.6690e+00 -1.9567e+00 -9.3471e-01 -4.9954e-01 -2.6766e+00 -1.4783e-01 +1.4927e+00 -1.5219e+00 -1.5844e+00 -1.5552e+00 -9.3166e-01 -4.6355e-01 -3.1984e+00 -3.3945e+00
1958 +7.944243621e+01 +7.944243621e+01 +2.285924362e+02 +2.285924362e+02 -9.5556e-01 -1.3299e+00 -9.1256e-01 +1.0668e+00 -3.5570e+00 -2.0941e+00 -1.7202e+00 -2.0436e+00 -7.7328e-01 -3.9017e-01 -2.6292e+00 -3.6770e-01 +1.8372e+00 -1.6084e+00 -1.4431e+00 -1.3791e+00 -9.9411e-01 -4.1173e-01 -3.1654e+00 -3.2078e+00
